user_id,registration_date,country,source,device
260,2025-09-13,GB,organic,desktop
261,2025-11-21,PL,ads,mobile
262,2025-07-06,DE,organic,mobile
263,2025-11-05,ES,ads,mobile
264,2025-11-21,PL,affiliate,mobile
265,2025-06-01,TR,organic,mobile
266,2025-11-20,DE,affiliate,mobile
267,2025-11-09,UA,organic,mobile
268,2025-11-21,GB,ads,mobile
269,2025-11-23,IT,organic,desktop
270,2025-11-25,BR,organic,mobile
271,2025-11-25,UA,organic,mobile
272,2025-11-19,PL,organic,mobile
273,2025-11-25,KZ,affiliate,mobile
274,2025-09-13,GB,ads,mobile
275,2025-08-21,IN,organic,mobile
276,2025-10-24,UA,organic,desktop
277,2025-11-04,PL,ads,mobile
278,2025-10-03,TR,affiliate,mobile
279,2025-06-18,GB,organic,mobile
280,2025-06-27,BR,affiliate,mobile
281,2025-11-25,TR,organic,mobile
282,2025-11-19,IN,ads,mobile
283,2025-11-14,PL,ads,mobile
284,2025-11-13,BR,affiliate,desktop
285,2025-09-18,PL,organic,mobile
286,2025-10-20,PL,affiliate,mobile
287,2025-11-25,PL,organic,mobile
288,2025-10-27,BR,affiliate,mobile
289,2025-09-29,IT,affiliate,mobile
290,2025-11-23,PL,ads,mobile
291,2025-07-03,KZ,affiliate,mobile
292,2025-11-25,ES,ads,mobile
293,2025-05-31,GB,organic,desktop
294,2025-11-23,KZ,organic,desktop
295,2025-06-30,IN,organic,mobile
296,2025-06-08,PL,ads,desktop
297,2025-05-09,IN,organic,mobile
298,2025-07-14,IN,ads,mobile
299,2025-07-22,BR,affiliate,mobile
300,2025-08-31,PL,ads,desktop
301,2025-07-22,DE,organic,mobile
302,2025-11-22,PL,ads,desktop
303,2025-09-26,PL,ads,mobile
304,2025-10-01,ES,ads,mobile
305,2025-06-25,DE,organic,mobile
306,2025-10-12,DE,organic,mobile
307,2025-10-26,IN,ads,mobile
308,2025-09-01,UA,ads,mobile
309,2025-11-11,KZ,organic,mobile
310,2025-11-21,PL,organic,mobile
311,2025-10-09,ES,organic,mobile
312,2025-10-20,IT,ads,mobile
313,2025-11-14,UA,ads,mobile
314,2025-10-28,DE,ads,mobile
315,2025-10-28,IN,organic,desktop
316,2025-11-03,IN,ads,mobile
317,2025-10-26,PL,ads,mobile
318,2025-08-19,TR,organic,desktop
319,2025-11-07,DE,ads,mobile
320,2025-05-21,DE,organic,desktop
321,2025-06-03,TR,organic,desktop
322,2025-10-08,UA,ads,mobile
323,2025-11-03,KZ,ads,mobile
324,2025-09-27,UA,affiliate,mobile
325,2025-06-28,PL,organic,desktop
326,2025-08-28,PL,ads,mobile
327,2025-07-13,DE,affiliate,mobile
328,2025-09-27,TR,organic,mobile
329,2025-09-03,DE,organic,mobile
330,2025-11-08,BR,affiliate,mobile
331,2025-08-05,IN,organic,mobile
332,2025-11-17,ES,ads,mobile
333,2025-08-17,IT,organic,desktop
334,2025-06-24,UA,affiliate,mobile
335,2025-11-22,IT,organic,mobile
336,2025-09-08,ES,organic,mobile
337,2025-11-24,UA,organic,mobile
338,2025-08-07,UA,affiliate,mobile
339,2025-11-24,PL,organic,mobile
340,2025-05-26,ES,organic,desktop
341,2025-11-22,TR,organic,mobile
342,2025-05-17,DE,ads,mobile
343,2025-07-14,GB,ads,mobile
344,2025-09-13,GB,organic,mobile
345,2025-07-20,BR,ads,desktop
346,2025-07-16,UA,organic,mobile
347,2025-05-22,DE,organic,mobile
348,2025-11-12,IN,ads,desktop
349,2025-09-14,IN,ads,mobile
350,2025-11-24,TR,affiliate,mobile
351,2025-09-07,IN,ads,desktop
352,2025-11-19,DE,ads,desktop
353,2025-09-20,TR,organic,mobile
354,2025-09-18,UA,affiliate,mobile
355,2025-10-11,IT,affiliate,desktop
356,2025-09-29,KZ,organic,mobile
357,2025-07-27,DE,ads,mobile
358,2025-07-15,DE,affiliate,mobile
359,2025-10-06,IT,ads,mobile
360,2025-09-11,IT,organic,desktop
361,2025-05-28,GB,organic,mobile
362,2025-11-23,TR,organic,mobile
363,2025-11-23,IN,ads,desktop
364,2025-11-24,IN,organic,mobile
365,2025-08-27,PL,ads,desktop
366,2025-10-20,PL,affiliate,mobile
367,2025-07-23,UA,ads,mobile
368,2025-08-23,UA,organic,desktop
369,2025-11-02,KZ,organic,mobile
370,2025-06-10,UA,affiliate,mobile
371,2025-07-27,BR,affiliate,desktop
372,2025-11-10,IN,ads,mobile
373,2025-10-29,ES,ads,mobile
374,2025-11-05,KZ,ads,mobile
375,2025-11-20,DE,ads,mobile
376,2025-11-21,PL,ads,mobile
377,2025-05-26,BR,organic,desktop
378,2025-10-16,PL,ads,mobile
379,2025-10-26,GB,ads,desktop
380,2025-08-06,KZ,organic,mobile
381,2025-09-23,BR,organic,mobile
382,2025-05-26,KZ,ads,mobile
383,2025-07-21,PL,ads,mobile
384,2025-10-08,GB,affiliate,mobile
385,2025-10-27,KZ,organic,mobile
386,2025-05-06,KZ,organic,mobile
387,2025-08-10,IN,organic,desktop
388,2025-05-20,UA,affiliate,mobile
389,2025-11-23,BR,ads,mobile
390,2025-06-27,IN,ads,mobile
391,2025-09-02,IT,organic,desktop
392,2025-11-22,IN,ads,mobile
393,2025-09-14,PL,organic,desktop
394,2025-08-19,BR,ads,mobile
395,2025-11-25,BR,organic,mobile
396,2025-10-13,PL,ads,mobile
397,2025-07-06,IN,organic,mobile
398,2025-11-07,UA,affiliate,mobile
399,2025-10-13,BR,organic,mobile
400,2025-10-16,DE,organic,mobile
401,2025-11-06,PL,organic,mobile
402,2025-06-02,UA,ads,mobile
403,2025-07-21,DE,affiliate,mobile
404,2025-11-23,IT,affiliate,mobile
405,2025-05-02,IN,organic,mobile
406,2025-06-17,PL,ads,desktop
407,2025-11-09,UA,affiliate,mobile
408,2025-07-02,ES,ads,mobile
409,2025-11-23,BR,organic,mobile
410,2025-05-01,TR,ads,desktop
411,2025-08-25,TR,organic,mobile
412,2025-08-29,UA,ads,desktop
413,2025-11-24,UA,ads,desktop
414,2025-06-10,DE,organic,mobile
415,2025-11-25,IN,organic,desktop
416,2025-11-13,DE,organic,mobile
417,2025-11-21,KZ,affiliate,desktop
418,2025-07-22,ES,organic,mobile
419,2025-11-17,KZ,ads,desktop
420,2025-06-05,UA,organic,mobile
421,2025-08-27,KZ,organic,desktop
422,2025-11-25,DE,ads,mobile
423,2025-11-25,IN,affiliate,desktop
424,2025-11-25,IN,organic,mobile
425,2025-09-10,DE,organic,mobile
426,2025-07-14,KZ,organic,mobile
427,2025-11-14,TR,ads,desktop
428,2025-06-28,ES,affiliate,mobile
429,2025-11-25,UA,ads,mobile
430,2025-07-14,BR,ads,mobile
431,2025-05-30,IT,affiliate,mobile
432,2025-07-24,DE,ads,desktop
433,2025-08-16,IN,organic,mobile
434,2025-07-02,BR,organic,mobile
435,2025-11-25,PL,ads,mobile
436,2025-11-17,IT,organic,mobile
437,2025-11-22,GB,organic,mobile
438,2025-10-03,KZ,organic,mobile
439,2025-08-01,TR,organic,mobile
440,2025-09-04,UA,ads,mobile
441,2025-06-27,DE,affiliate,mobile
442,2025-11-20,ES,ads,mobile
443,2025-08-05,BR,organic,desktop
444,2025-11-18,UA,organic,desktop
445,2025-11-10,GB,ads,mobile
446,2025-08-12,KZ,affiliate,mobile
447,2025-05-09,DE,ads,desktop
448,2025-09-08,PL,ads,mobile
449,2025-11-25,IT,ads,mobile
450,2025-09-07,UA,ads,mobile
451,2025-11-25,UA,ads,mobile
452,2025-06-15,TR,organic,mobile
453,2025-08-12,BR,ads,desktop
454,2025-11-19,KZ,ads,mobile
455,2025-11-24,IT,ads,desktop
456,2025-11-18,UA,ads,mobile
457,2025-05-09,PL,organic,mobile
458,2025-10-13,IT,affiliate,mobile
459,2025-07-20,DE,affiliate,desktop
460,2025-09-02,IT,affiliate,mobile
461,2025-09-18,GB,affiliate,mobile
462,2025-11-21,IN,affiliate,desktop
463,2025-05-22,PL,organic,mobile
464,2025-11-07,PL,organic,desktop
465,2025-09-17,PL,organic,mobile
466,2025-08-15,KZ,organic,mobile
467,2025-08-29,GB,ads,mobile
468,2025-05-25,UA,organic,mobile
469,2025-11-21,PL,organic,mobile
470,2025-10-02,PL,ads,mobile
471,2025-10-22,KZ,organic,mobile
472,2025-10-10,PL,ads,desktop
473,2025-11-23,IN,ads,mobile
474,2025-11-22,DE,organic,mobile
475,2025-11-09,TR,ads,mobile
476,2025-11-06,GB,ads,desktop
477,2025-10-18,TR,ads,mobile
478,2025-09-08,ES,ads,mobile
479,2025-09-02,GB,organic,mobile
480,2025-10-21,PL,affiliate,mobile
481,2025-10-22,PL,ads,mobile
482,2025-11-16,ES,ads,mobile
483,2025-09-14,BR,ads,mobile
484,2025-11-04,ES,ads,mobile
485,2025-11-25,PL,ads,mobile
486,2025-10-20,IT,ads,mobile
487,2025-10-10,IT,ads,mobile
488,2025-11-15,DE,organic,desktop
489,2025-09-18,PL,ads,mobile
490,2025-09-20,UA,ads,mobile
491,2025-08-15,KZ,organic,mobile
492,2025-08-30,DE,organic,mobile
493,2025-08-29,PL,ads,mobile
494,2025-11-05,ES,organic,mobile
495,2025-07-19,DE,affiliate,desktop
496,2025-09-23,ES,ads,mobile
497,2025-10-18,DE,organic,mobile
498,2025-09-05,GB,ads,desktop
499,2025-10-29,DE,ads,mobile
500,2025-10-02,PL,ads,mobile
501,2025-08-04,GB,ads,mobile
502,2025-06-14,DE,ads,mobile
503,2025-06-01,UA,ads,mobile
504,2025-10-03,KZ,organic,desktop
505,2025-09-30,BR,ads,mobile
506,2025-07-15,BR,organic,desktop
507,2025-11-05,PL,ads,mobile
508,2025-07-02,IT,organic,mobile
509,2025-10-05,PL,organic,mobile
510,2025-11-23,GB,organic,desktop
511,2025-11-24,IN,ads,mobile
512,2025-06-30,DE,ads,mobile
513,2025-11-25,BR,ads,mobile
514,2025-11-09,TR,organic,desktop
515,2025-11-02,IN,ads,mobile
516,2025-11-19,IN,affiliate,mobile
517,2025-11-05,TR,ads,mobile
518,2025-08-02,IN,affiliate,mobile
519,2025-11-25,DE,organic,mobile
520,2025-07-05,IN,organic,mobile
521,2025-06-25,KZ,organic,mobile
522,2025-10-28,IT,ads,mobile
523,2025-11-21,GB,organic,mobile
524,2025-09-11,PL,organic,mobile
525,2025-11-23,IN,ads,desktop
526,2025-10-29,BR,ads,desktop
527,2025-05-18,IN,organic,desktop
528,2025-05-02,DE,ads,mobile
529,2025-07-24,GB,affiliate,desktop
530,2025-11-05,PL,ads,mobile
531,2025-08-19,ES,ads,mobile
532,2025-08-14,KZ,organic,mobile
533,2025-10-25,PL,organic,mobile
534,2025-09-01,IN,organic,mobile
535,2025-11-25,UA,organic,mobile
536,2025-11-16,DE,ads,mobile
537,2025-09-29,IN,ads,mobile
538,2025-11-20,UA,organic,mobile
539,2025-11-20,DE,organic,mobile
540,2025-07-02,BR,organic,desktop
541,2025-05-05,UA,organic,mobile
542,2025-09-22,PL,affiliate,mobile
543,2025-07-01,DE,ads,desktop
544,2025-05-05,KZ,organic,mobile
545,2025-11-21,BR,organic,mobile
546,2025-10-15,TR,organic,desktop
547,2025-10-24,ES,affiliate,mobile
548,2025-11-24,UA,organic,mobile
549,2025-07-29,ES,organic,mobile
550,2025-10-17,KZ,organic,desktop
551,2025-10-10,IN,ads,mobile
552,2025-11-21,TR,affiliate,desktop
553,2025-11-19,PL,ads,mobile
554,2025-06-07,KZ,affiliate,mobile
555,2025-11-25,IN,organic,desktop
556,2025-11-14,DE,organic,mobile
557,2025-11-08,UA,affiliate,mobile
558,2025-10-06,IN,ads,mobile
559,2025-09-15,IN,organic,desktop
560,2025-10-06,TR,ads,mobile
561,2025-11-24,IN,organic,desktop
562,2025-11-13,GB,ads,mobile
563,2025-06-30,TR,organic,mobile
564,2025-09-02,IN,affiliate,mobile
565,2025-08-29,PL,ads,mobile
566,2025-08-24,PL,ads,mobile
567,2025-07-27,BR,organic,mobile
568,2025-11-25,BR,organic,mobile
569,2025-10-28,DE,affiliate,mobile
570,2025-09-26,BR,organic,mobile
571,2025-11-02,PL,affiliate,mobile
572,2025-06-29,IN,organic,desktop
573,2025-10-08,UA,ads,mobile
574,2025-07-25,BR,affiliate,mobile
575,2025-06-27,IT,affiliate,mobile
576,2025-10-03,TR,ads,desktop
577,2025-06-06,TR,ads,mobile
578,2025-09-14,PL,organic,mobile
579,2025-06-27,PL,affiliate,mobile
580,2025-11-01,ES,organic,desktop
581,2025-10-04,ES,organic,mobile
582,2025-09-27,GB,ads,mobile
583,2025-11-23,IT,ads,mobile
584,2025-10-23,PL,organic,mobile
585,2025-06-03,IN,organic,mobile
586,2025-09-03,PL,ads,mobile
587,2025-11-19,BR,ads,mobile
588,2025-11-02,IN,ads,mobile
589,2025-11-18,IN,organic,desktop
590,2025-11-25,DE,organic,mobile
591,2025-05-30,ES,organic,desktop
592,2025-10-15,BR,organic,mobile
593,2025-11-06,ES,ads,mobile
594,2025-09-12,KZ,organic,mobile
595,2025-11-25,UA,ads,mobile
596,2025-11-09,ES,organic,desktop
597,2025-08-14,GB,ads,mobile
598,2025-09-03,PL,organic,desktop
599,2025-05-08,KZ,organic,mobile
600,2025-09-06,PL,ads,mobile
601,2025-10-09,ES,organic,mobile
602,2025-07-27,KZ,ads,mobile
603,2025-06-08,DE,organic,desktop
604,2025-08-09,PL,organic,mobile
605,2025-05-16,DE,affiliate,mobile
606,2025-07-21,UA,ads,mobile
607,2025-06-21,IT,organic,desktop
608,2025-11-23,IT,affiliate,mobile
609,2025-08-05,KZ,ads,mobile
610,2025-10-16,ES,ads,mobile
611,2025-09-23,GB,ads,mobile
612,2025-08-28,IN,ads,mobile
613,2025-05-13,DE,affiliate,mobile
614,2025-05-07,IN,organic,mobile
615,2025-11-08,IT,ads,mobile
616,2025-08-05,GB,affiliate,mobile
617,2025-07-31,TR,ads,mobile
618,2025-10-31,PL,ads,mobile
619,2025-11-22,UA,organic,desktop
620,2025-11-25,BR,ads,mobile
621,2025-07-22,PL,organic,mobile
622,2025-10-06,KZ,affiliate,desktop
623,2025-05-07,IN,affiliate,desktop
624,2025-10-11,ES,organic,mobile
625,2025-05-10,IN,ads,mobile
626,2025-10-21,BR,organic,desktop
627,2025-07-17,DE,ads,desktop
628,2025-11-24,IN,affiliate,mobile
629,2025-09-22,GB,organic,mobile
630,2025-07-14,KZ,organic,mobile
631,2025-05-31,ES,ads,mobile
632,2025-07-07,UA,organic,mobile
633,2025-11-25,BR,ads,desktop
634,2025-10-27,GB,ads,mobile
635,2025-11-25,ES,ads,mobile
636,2025-11-23,KZ,organic,mobile
637,2025-08-22,KZ,organic,desktop
638,2025-08-11,IT,organic,mobile
639,2025-07-23,KZ,affiliate,mobile
640,2025-06-22,PL,ads,mobile
641,2025-08-03,TR,ads,mobile
642,2025-07-14,BR,ads,mobile
643,2025-11-25,IN,affiliate,mobile
644,2025-11-14,PL,affiliate,mobile
645,2025-09-06,BR,ads,mobile
646,2025-06-25,BR,organic,mobile
647,2025-11-25,IN,ads,desktop
648,2025-10-01,DE,ads,mobile
649,2025-08-22,IN,ads,mobile
650,2025-11-25,GB,organic,mobile
651,2025-10-23,PL,ads,mobile
652,2025-06-11,IN,organic,mobile
653,2025-08-23,BR,organic,mobile
654,2025-11-14,KZ,ads,mobile
655,2025-06-27,IN,ads,mobile
656,2025-10-31,PL,ads,mobile
657,2025-06-26,UA,ads,mobile
658,2025-11-07,ES,organic,mobile
659,2025-09-14,PL,ads,desktop
660,2025-10-24,ES,organic,mobile
661,2025-11-10,BR,ads,mobile
662,2025-06-14,PL,organic,mobile
663,2025-11-18,PL,ads,mobile
664,2025-11-24,PL,ads,desktop
665,2025-11-01,IN,ads,mobile
666,2025-08-10,DE,affiliate,mobile
667,2025-07-12,BR,organic,mobile
668,2025-05-01,GB,ads,mobile
669,2025-11-07,ES,organic,desktop
670,2025-10-22,GB,ads,desktop
671,2025-11-22,TR,organic,mobile
672,2025-09-17,PL,organic,desktop
673,2025-05-02,UA,organic,desktop
674,2025-08-15,UA,affiliate,mobile
675,2025-09-12,IT,organic,mobile
676,2025-10-24,GB,organic,mobile
677,2025-06-03,UA,ads,mobile
678,2025-10-05,KZ,ads,desktop
679,2025-11-22,DE,ads,desktop
680,2025-10-29,KZ,organic,mobile
681,2025-11-25,PL,ads,mobile
682,2025-11-17,GB,ads,desktop
683,2025-11-25,TR,organic,mobile
684,2025-10-14,BR,affiliate,mobile
685,2025-09-02,DE,organic,mobile
686,2025-11-01,KZ,affiliate,mobile
687,2025-10-20,KZ,organic,mobile
688,2025-05-17,PL,organic,mobile
689,2025-07-30,PL,organic,mobile
690,2025-09-25,BR,organic,mobile
691,2025-11-09,BR,organic,mobile
692,2025-06-10,BR,ads,mobile
693,2025-11-14,ES,ads,mobile
694,2025-11-03,IT,affiliate,desktop
695,2025-06-06,GB,ads,mobile
696,2025-09-28,PL,affiliate,desktop
697,2025-08-02,UA,ads,mobile
698,2025-09-14,IN,organic,mobile
699,2025-08-28,ES,ads,desktop
700,2025-11-07,ES,organic,mobile
701,2025-11-13,IN,affiliate,mobile
702,2025-11-04,GB,ads,mobile
703,2025-11-20,PL,affiliate,desktop
704,2025-06-19,UA,organic,mobile
705,2025-11-09,PL,organic,desktop
706,2025-09-21,DE,organic,mobile
707,2025-07-17,IN,ads,mobile
708,2025-07-20,DE,ads,mobile
709,2025-10-16,IN,affiliate,desktop
710,2025-10-09,IN,organic,desktop
711,2025-05-03,ES,ads,mobile
712,2025-08-22,IT,organic,mobile
713,2025-07-10,IN,organic,mobile
714,2025-06-08,IN,ads,desktop
715,2025-07-19,GB,affiliate,mobile
716,2025-11-18,DE,organic,desktop
717,2025-09-20,IN,organic,mobile
718,2025-11-23,ES,ads,mobile
719,2025-08-28,KZ,ads,mobile
